"QYEAR","NEWID","SEQNO","ALCNO","PRTDMBNO","PRTD_BNO","ENROLLMO","ENRO_LMO","ENROLLYR","ENRO_LYR","HHDRGSS","HHDRGSS_","STILDRUG","STIL_RUG","DRGPREMX","DRGP_EMX","QDRGPM1X","QDRG_M1X","QDRGPM2X","QDRG_M2X","QDRGPM3X","QDRG_M3X","PREMCHG","PREMCHG_","PREMCHGX","PREM_HGX"
"20111",2243205,31,0,2,"D","08","D","2009","D","2","F","1","D",80,"F",80,"F",80,"F",80,"F",,"A",.,"A"
"20111",2243255,30,0,1,"D","08","D","2007","D","2","D","1","D",48,"D",48,"D",48,"D",48,"D","1","D",.,"A"
"20111",2243795,27,0,1,"D","02","D","2009","D","1","D","1","D",65,"F",65,"F",65,"F",65,"F","2","D",96,"F"
"20111",2243905,33,0,2,"D","08","D","2010","D","1","D","1","D",94,"F",94,"F",94,"F",94,"F","1","D",.,"A"
"20111",2244025,23,0,1,"D","06","D","2009","D","2","F","1","D",98,"F",98,"F",98,"F",98,"F","1","D",.,"A"
"20111",2244365,29,0,4,"D","02","D","2010","D","2","F","1","D",14,"F",14,"F",14,"F",14,"F",,"A",.,"A"
"20111",2244605,35,0,1,"D",,"C",,"C","1","D",,"A",.,"C",.,"A",.,"A",.,"A",,"A",.,"A"
"20111",2244605,36,0,2,"D",,"C",,"C","1","D",,"A",.,"C",.,"A",.,"A",.,"A",,"A",.,"A"
"20111",2244925,22,0,1,"D","01","D","2010","D","1","D","1","D",100,"D",100,"D",100,"D",100,"D","1","D",.,"A"
"20111",2244934,46,0,1,"D","11","D","2005","D","2","D",,"A",0,"D",0,"D",0,"D",0,"D",,"A",.,"A"
"20111",2244934,47,0,2,"D","01","D","2011","D","2","D",,"A",0,"D",.,"A",.,"A",.,"A",,"A",.,"A"
"20111",2244995,26,0,1,"D","10","D","2011","D","2","D",,"A",40,"D",.,"A",.,"A",.,"A",,"A",.,"A"
"20111",2245074,20,0,1,"D","04","D","2010","D","2","D","1","D",57,"D",57,"D",57,"D",57,"D","2","D",69,"D"
"20111",2245354,33,0,2,"D","08","D","2009","D","1","D","1","D",26,"D",26,"D",26,"D",26,"D","1","D",.,"A"
"20111",2245394,18,0,1,"D","09","D","2010","D","1","D",,"A",44,"D",44,"D",44,"D",44,"D",,"A",.,"A"
"20111",2245394,19,0,2,"D","05","D","2010","D","1","D",,"A",44,"D",44,"D",44,"D",44,"D",,"A",.,"A"
"20111",2245515,22,0,1,"D","11","D","2009","D","2","D","1","D",5,"D",5,"D",5,"D",5,"D","2","D",35,"D"
"20111",2245725,18,0,1,"D","04","D","2008","D","2","D","1","D",9,"D",9,"D",9,"D",9,"D","1","D",.,"A"
"20111",2245944,31,0,1,"D","08","D","2009","D","2","D","1","D",47,"D",47,"D",47,"D",47,"D","1","D",.,"A"
"20111",2246384,20,0,1,"D","03","D","2005","D","1","D",,"A",51,"F",51,"F",51,"F",51,"F",,"A",.,"A"
"20111",2246464,22,0,1,"D","05","D","2010","D","1","D","1","D",32,"D",32,"D",32,"D",32,"D","1","D",.,"A"
"20111",2246485,27,0,1,"D","05","D","2007","D","1","D","1","D",5,"D",5,"D",5,"D",5,"D","1","D",.,"A"
"20111",2246734,26,0,1,"D","10","D","2010","D","1","D","1","D",79,"D",79,"D",79,"D",79,"D","2","D",29,"D"
"20111",2247475,26,0,1,"D","09","D","2111","D","1","D","1","D",70,"D",70,"D",70,"D",70,"D","2","D",90,"D"
"20111",2247605,23,0,2,"D","10","D","2010","D","1","D","1","D",14,"F",14,"F",14,"F",.,"A","1","D",.,"A"
"20111",2247615,25,0,1,"D","01","D","2011","D","1","D",,"A",36,"D",.,"A",.,"A",.,"A",,"A",.,"A"
"20111",2247615,728,0,2,"D","12","D","2009","D","1","D","1","D",36,"D",36,"D",36,"D",36,"D","1","D",.,"A"
"20111",2248084,22,0,2,"D","02","D","2005","D","2","D","1","D",0,"D",0,"D",0,"D",0,"D","2","D",0,"D"
"20111",2248105,29,0,1,"D","01","D","2011","D","2","D",,"A",0,"D",.,"A",.,"A",.,"A",,"A",.,"A"
"20111",2248174,16,0,1,"D","11","D","2010","D","1","D",,"A",41,"F",41,"F",.,"A",.,"A",,"A",.,"A"
"20111",2248224,24,0,1,"D","01","D","2010","D","1","D","1","D",50,"F",50,"F",50,"F",50,"F","2","D",.,"A"
"20111",2248224,25,0,2,"D","01","D","2010","D","1","D","1","D",20,"F",20,"F",20,"F",20,"F","2","D",.,"A"
"20111",2248574,16,0,1,"D",,"A",,"A",,"A","2","D",.,"A",.,"A",.,"A",.,"A",,"A",.,"A"
"20111",2248585,18,0,1,"D","08","D","2010","D","1","D","1","D",39,"F",39,"F",39,"F",39,"F","1","D",.,"A"
"20111",2248585,19,0,2,"D",,"A",,"A",,"A","2","D",.,"A",.,"A",.,"A",.,"A",,"A",.,"A"
"20111",2248934,16,0,1,"D","01","D","2010","D","2","D","1","D",28,"D",28,"D",28,"D",28,"D","1","D",.,"A"
"20111",2248975,31,0,1,"D","06","D","2008","D","1","D","1","D",31,"D",31,"D",31,"D",31,"D","2","D",57,"D"
"20111",2248994,23,0,1,"D","01","D","2006","D","1","D",,"A",54,"D",54,"D",54,"D",54,"D",,"A",.,"A"
"20111",2249265,28,0,1,"D","05","D","2010","D","2","D","1","D",39,"D",39,"D",39,"D",39,"D","1","D",.,"A"
"20111",2249364,28,0,1,"D","04","D","2010","D","2","D","1","D",38,"F",38,"F",38,"F",40,"F","1","D",40,"F"
"20111",2249364,29,0,2,"D","07","D","2010","D","2","D","1","D",58,"F",58,"F",58,"F",58,"F","1","D",.,"A"
"20111",2249395,21,0,1,"D","12","D","2010","D","1","D",,"A",46,"D",.,"A",.,"A",.,"A",,"A",.,"A"
"20111",2249675,33,0,1,"D","11","D","2006","D","2","D","1","D",44,"D",44,"D",44,"D",44,"D","1","D",.,"A"
"20111",2250045,28,0,1,"D","02","D","2010","D","1","D","1","D",95,"F",95,"F",95,"F",95,"F","1","D",.,"A"
"20111",2250045,29,0,2,"D","12","D","2009","D","1","D","1","D",96,"F",96,"F",96,"F",96,"F","1","D",.,"A"
"20111",2250244,17,0,1,"D","05","D","2005","D","1","D",,"A",54,"F",54,"F",54,"F",54,"F",,"A",.,"A"
"20111",2250565,25,0,1,"D","01","D","2009","D","2","D","1","D",26,"F",26,"F",26,"F",26,"F","1","D",.,"A"
"20111",2250915,34,0,1,"D","05","D","2005","D","1","D",,"A",30,"F",30,"F",15,"F",15,"F",,"A",15,"F"
"20111",2251304,18,0,1,"D","01","D","2008","D","2","D","1","D",0,"D",0,"D",0,"D",0,"D","1","D",.,"A"
"20111",2251304,19,0,2,"D","08","D","2008","D","2","D","1","D",0,"D",0,"D",0,"D",0,"D","1","D",.,"A"
"20111",2251434,20,0,1,"D","03","D","2007","D","1","D","1","D",24,"D",24,"D",24,"D",24,"D","1","D",.,"A"
"20111",2251634,38,0,2,"D","12","D","2005","D","2","D","1","D",0,"D",0,"D",0,"D",0,"D","1","D",.,"A"
"20111",2251634,39,0,3,"D","12","D","2005","D","2","D","1","D",0,"D",0,"D",0,"D",0,"D","1","D",.,"A"
"20111",2251814,27,0,1,"D","12","D","2005","D","2","F","1","D",0,"D",0,"D",0,"D",0,"D","1","D",.,"A"
"20111",2251814,28,0,2,"D","12","D","2005","D","1","F","1","D",0,"D",0,"D",0,"D",0,"D","1","D",.,"A"
"20111",2252225,25,0,1,"D","12","D","2005","D","2","D","1","D",20,"F",20,"F",20,"F",20,"F","1","D",.,"A"
"20111",2252265,24,0,1,"D","10","D","2010","D","1","D",,"A",34,"F",34,"F",34,"F",.,"A",,"A",.,"A"
"20111",2252265,25,0,2,"D","11","D","2010","D","1","D",,"A",43,"F",43,"F",.,"A",.,"A",,"A",.,"A"
"20111",2252354,28,0,1,"D","06","D","2010","D","2","D","1","D",6,"D",6,"D",6,"D",6,"D","1","D",.,"A"
"20111",2252444,26,0,1,"D","01","D","2006","D","1","D","1","D",44,"F",44,"F",44,"F",44,"F","1","D",.,"A"
"20111",2253004,19,0,1,"D","12","D","2005","D","1","D","1","D",38,"D",38,"D",38,"D",38,"D","2","D",46,"D"
"20111",2253124,16,0,1,"D","02","D","2007","D","2","D","1","D",10,"D",10,"D",10,"D",10,"D","2","D",16,"D"
"20111",2253194,29,0,1,"D","07","D","2008","D","1","D","1","D",100,"F",100,"F",100,"F",100,"F","1","D",.,"A"
"20111",2253235,19,0,1,"D","11","D","2010","D","1","D","1","D",65,"D",65,"D",.,"A",.,"A","1","D",.,"A"
"20111",2253894,21,0,1,"D","09","D","2005","D","1","D","1","D",90,"F",90,"F",90,"F",90,"F","1","D",.,"A"
"20111",2253894,22,0,2,"D","06","D","2010","D","1","D","1","D",20,"F",20,"F",20,"F",20,"F","1","D",.,"A"
"20111",2254154,20,0,1,"D","08","D","2009","D","1","F","1","D",84,"F",84,"F",84,"F",84,"F","1","D",.,"A"
"20111",2254324,16,0,1,"D","06","D","2010","D","1","D","1","D",80,"D",80,"D",80,"D",80,"D","1","D",.,"A"
"20111",2254344,20,0,1,"D","02","D","2010","D","2","D","1","D",28,"D",28,"D",28,"D",15,"D","2","D",15,"D"
"20111",2254395,22,0,1,"D","06","D","2010","D","1","D","1","D",35,"F",35,"F",35,"F",35,"F","1","D",.,"A"
"20111",2254434,24,0,2,"D",,"A",,"A",,"A","2","D",.,"A",.,"A",.,"A",.,"A",,"A",.,"A"
"20111",2254484,20,0,1,"D","10","D","2010","D","2","D","1","D",57,"F",57,"F",57,"F",57,"F",,"C",69,"F"
"20111",2254515,21,0,1,"D","02","D","2010","D","2","D","1","D",95,"F",95,"F",95,"F",95,"F","1","D",.,"A"
"20111",2254515,22,0,2,"D","02","D","2010","D","2","D","1","D",103,"F",103,"F",103,"F",103,"F","1","D",.,"A"
"20111",2254575,29,0,1,"D","08","D","2009","D","1","D","1","D",8,"F",8,"F",11,"F",11,"F","1","D",11,"F"
"20111",2254575,30,0,2,"D","04","D","2005","D","1","D","1","D",42,"F",42,"F",42,"F",56,"F","1","D",56,"F"
"20111",2254644,22,0,2,"D","04","D","2006","D","1","D","1","D",80,"D",80,"D",80,"D",80,"D","1","D",.,"A"
"20111",2254644,23,0,3,"D","07","D","2006","D","1","D","1","D",80,"D",80,"D",80,"D",80,"D","1","D",.,"A"
"20111",2254805,26,0,1,"D",,"A",,"A",,"A","2","D",.,"A",.,"A",.,"A",.,"A",,"A",.,"A"
"20111",2254805,27,0,2,"D",,"A",,"A",,"A","2","D",.,"A",.,"A",.,"A",.,"A",,"A",.,"A"
"20111",2255114,19,0,1,"D","07","D","2010","D","1","D","1","D",94,"F",94,"F",94,"F",94,"F","2","D",.,"A"
"20111",2255464,39,0,1,"D","01","D","2010","D","2","D","1","D",0,"D",0,"D",0,"D",0,"D","1","D",.,"A"
"20111",2255475,32,0,1,"D","01","D","2010","D","2","D","1","D",19,"D",19,"D",19,"D",34,"D","2","D",34,"D"
"20111",2255545,19,0,1,"D","01","D","2009","D","1","D","1","D",80,"F",80,"F",80,"F",80,"F","1","D",.,"A"
"20111",2255744,45,0,1,"D","06","D","2010","D","1","F","1","D",80,"D",80,"D",80,"D",80,"D","1","D",.,"A"
"20111",2255924,37,0,1,"D",,"A",,"A",,"A","2","D",.,"A",.,"A",.,"A",.,"A",,"A",.,"A"
"20111",2256184,37,0,1,"D","04","D","2007","D","2","D","1","D",38,"D",38,"D",38,"D",40,"D","2","D",40,"D"
"20111",2256214,17,0,1,"D","05","D","2010","D","1","D","1","D",33,"F",33,"F",33,"F",33,"F",,"A",.,"A"
"20111",2257235,18,0,1,"D","05","D","2010","D","1","D","1","D",105,"F",105,"F",105,"F",105,"F","1","D",.,"A"
"20111",2257235,19,0,2,"D","03","D","2010","D","1","D","1","D",96,"F",96,"F",96,"F",96,"F","1","D",.,"A"
"20111",2257324,20,0,1,"D","05","D","2010","D","1","D","1","D",40,"D",40,"D",40,"D",40,"D","1","D",.,"A"
"20111",2257365,25,0,1,"D","01","D","2009","D","1","D","1","D",35,"F",35,"F",35,"F",35,"F","1","D",.,"A"
"20111",2257494,31,0,1,"D","02","D","2010","D","1","D","1","D",99,"D",99,"D",99,"D",110,"D","2","D",110,"D"
"20111",2257494,32,0,2,"D","06","D","2010","D","1","D","1","D",99,"D",99,"D",99,"D",110,"D","2","D",110,"D"
"20111",2257775,22,0,1,"D","01","D","2005","D","1","D","1","D",90,"D",90,"D",90,"D",90,"D","1","D",.,"A"
"20111",2257865,23,0,3,"D","01","D","2010","D","1","D","1","D",0,"D",0,"D",0,"D",0,"D","1","D",.,"A"
"20111",2257944,32,0,2,"D","11","D","2005","D","2","D","1","D",45,"D",45,"D",45,"D",32,"D","2","D",32,"D"
"20111",2258025,20,0,1,"D","08","D","2010","D","2","D","1","D",0,"D",0,"D",0,"D",0,"D","1","D",.,"A"
"20111",2258205,51,0,1,"D","05","D","2010","D","1","D","1","D",100,"F",100,"F",100,"F",100,"F","2","D",.,"A"
"20111",2258205,52,0,2,"D","02","D","2010","D","1","D","1","D",20,"F",20,"F",20,"F",20,"F","2","D",.,"A"
"20111",2258375,24,0,1,"D","01","D","2010","D","1","D","1","D",1,"D",1,"D",1,"D",1,"D","1","D",.,"A"
"20111",2258375,25,0,2,"D","01","D","2010","D","1","D","1","D",1,"D",1,"D",1,"D",1,"D","1","D",.,"A"
"20111",2258505,24,0,1,"D","01","D","2010","D","1","D","1","D",40,"F",40,"F",40,"F",40,"F","1","D",.,"A"
"20111",2258505,25,0,2,"D","01","D","2010","D","1","D","1","D",49,"F",49,"F",49,"F",49,"F","1","D",.,"A"
"20111",2258554,22,0,1,"D","06","D","2010","D","1","D","1","D",80,"F",80,"F",80,"F",80,"F","1","D",.,"A"
"20111",2258654,16,0,1,"D","06","D","2010","D","1","D","1","D",16,"D",16,"D",16,"D",16,"D","1","D",.,"A"
"20111",2258795,24,0,1,"D","01","D","2010","D","2","D","1","D",0,"D",0,"D",0,"D",0,"D","1","D",.,"A"
"20111",2259025,27,0,1,"D","04","D","2010","D","1","D","1","D",0,"D",0,"D",0,"D",108,"D","2","D",108,"D"
"20111",2259114,26,0,1,"D","02","D","2011","D","2","D",,"A",0,"D",.,"A",.,"A",.,"A",,"A",.,"A"
"20111",2259155,18,0,1,"D","01","D","2005","D","2","D","1","D",42,"D",42,"D",42,"D",42,"D","1","D",.,"A"
"20111",2259204,22,0,1,"D","01","D","2010","D","2","D","1","D",25,"F",25,"F",25,"F",25,"F","1","D",.,"A"
"20111",2259994,20,0,2,"D","09","D","2007","D","1","D","1","D",43,"D",43,"D",43,"D",43,"D","1","D",.,"A"
"20111",2260255,20,0,1,"D","12","D","2007","D","2","D","1","D",57,"D",57,"D",57,"D",57,"D","1","D",.,"A"
"20111",2260325,28,0,2,"D","12","D","2006","D","1","D","1","D",65,"D",65,"D",65,"D",65,"D","1","D",.,"A"
"20111",2260354,22,0,1,"D","03","D","2007","D","1","D","1","D",30,"F",30,"F",30,"F",30,"F","1","D",.,"A"
"20111",2260535,23,0,1,"D","05","D","2005","D","1","D",,"A",38,"D",38,"D",38,"D",38,"D",,"A",.,"A"
"20111",2260644,25,0,1,"D","05","D","2010","D","1","D","1","D",12,"D",12,"D",12,"D",18,"D","2","D",18,"D"
"20111",2260875,24,0,2,"D","11","D","2010","D","2","D","1","D",0,"D",0,"D",0,"D",.,"A","1","D",.,"A"
"20111",2260974,21,0,1,"D","12","D","2009","D","2","D","1","D",25,"D",25,"D",25,"D",25,"D","1","D",.,"A"
"20111",2261005,26,0,1,"D","06","D","2007","D","1","D","1","D",5,"F",5,"F",5,"F",5,"F","1","D",.,"A"
"20111",2261244,19,0,1,"D","04","D","2010","D","1","D","1","D",26,"F",26,"F",26,"F",26,"F","1","D",.,"A"
"20111",2261244,20,0,2,"D","04","D","2009","D","1","D","1","D",35,"F",35,"F",35,"F",35,"F","1","D",.,"A"
"20111",2261515,27,0,1,"D","12","D","2010","D","1","D",,"A",100,"F",100,"F",.,"A",.,"A",,"A",.,"A"
"20111",2261525,27,0,1,"D","01","D","2006","D","2","D","1","D",27,"D",27,"D",27,"D",15,"D","2","D",15,"D"
"20111",2261525,28,0,2,"D","01","D","2006","D","2","D","1","D",33,"D",33,"D",33,"D",15,"D","2","D",15,"D"
"20111",2261575,24,0,1,"D","07","D","2005","D","2","D","1","D",0,"D",0,"D",0,"D",0,"D","1","D",.,"A"
"20111",2261575,25,0,2,"D","07","D","2009","D","2","D","1","D",0,"D",0,"D",0,"D",0,"D","1","D",.,"A"
"20111",2261824,16,0,2,"D",,"C","2009","D","1","D","1","D",.,"C",.,"A",.,"A",.,"A","1","D",.,"A"
"20111",2262094,18,0,1,"D","04","D","2009","D","1","D",,"A",57,"F",57,"F",57,"F",57,"F",,"A",.,"A"
"20111",2262094,19,0,2,"D","09","D","2009","D","1","D",,"A",65,"F",65,"F",65,"F",65,"F",,"A",.,"A"
"20111",2262094,20,0,6,"D","01","D","2009","D","1","D",,"A",95,"F",95,"F",95,"F",95,"F",,"A",.,"A"
"20111",2262525,29,0,3,"D","11","D","2010","D","1","D",,"A",14,"F",14,"F",14,"F",.,"A",,"A",.,"A"
"20111",2262754,27,0,1,"D","08","D","2010","D","1","F","1","D",39,"F",39,"F",39,"F",39,"F","1","D",.,"A"
"20111",2262754,28,0,2,"D","10","D","2010","D","1","F","1","D",31,"F",31,"F",31,"F",35,"F","1","D",35,"F"
"20111",2262764,16,0,1,"D","11","D","2010","D","1","D",,"A",42,"F",42,"F",42,"F",.,"A",,"A",.,"A"
"20111",2262984,21,0,1,"D","01","D","2008","D","2","D","1","D",0,"D",0,"D",0,"D",0,"D","2","D",0,"D"
"20111",2263594,22,0,1,"D","03","D","2005","D","1","D","1","D",90,"D",90,"D",90,"D",90,"D","1","D",.,"A"
