"QYEAR","NEWID","SEQNO","ALCNO","PRTDMBNO","PRTD_BNO","ENROLLMO","ENRO_LMO","ENROLLYR","ENRO_LYR","HHDRGSS","HHDRGSS_","STILDRUG","STIL_RUG","DRGPREMX","DRGP_EMX","QDRGPM1X","QDRG_M1X","QDRGPM2X","QDRG_M2X","QDRGPM3X","QDRG_M3X","PREMCHG","PREMCHG_","PREMCHGX","PREM_HGX"
"20101",2000625,29,0,2,"D","12","D","2008","D","1","D","1","D",24,"D",24,"D",24,"D",24,"D","1","D",.,"A"
"20101",2000835,20,0,1,"D","08","D","2009","D","2","D","1","D",0,"D",0,"D",0,"D",0,"D","1","D",.,"A"
"20101",2000995,29,0,1,"D","07","D","2008","D","1","D","1","D",35,"F",35,"F",35,"F",35,"F",,"C",.,"A"
"20101",2001005,19,0,1,"D","07","D","2006","D","1","D","1","D",0,"D",0,"D",0,"D",0,"D","1","D",.,"A"
"20101",2001095,24,0,1,"D","01","D","2006","D","2","D","1","D",90,"D",90,"D",90,"D",90,"D","1","D",.,"A"
"20101",2001225,27,0,1,"D","08","D","2008","D","1","F","1","D",0,"D",0,"D",0,"D",0,"D",,"C",.,"A"
"20101",2001275,22,0,1,"D","01","D","2009","D","1","D","1","D",0,"D",0,"D",0,"D",0,"D","1","D",.,"A"
"20101",2001275,23,0,2,"D","01","D","2009","D","1","D","1","D",0,"D",0,"D",0,"D",0,"D","1","D",.,"A"
"20101",2001295,17,0,1,"D",,"A",,"A",,"A","2","D",.,"A",.,"A",.,"A",.,"A",,"A",.,"A"
"20101",2001365,29,0,1,"D","03","D","2008","D","2","D","1","D",24,"D",24,"D",24,"D",24,"D","1","D",.,"A"
"20101",2001495,37,0,1,"D","01","D","2005","D","2","D","1","D",0,"D",0,"D",0,"D",0,"D","1","D",.,"A"
"20101",2001895,27,0,1,"D","03","D","2009","D","1","D","1","D",43,"D",43,"D",43,"D",43,"D","1","D",.,"A"
"20101",2002235,19,0,1,"D",,"A",,"A",,"A","2","D",.,"A",.,"A",.,"A",.,"A",,"A",.,"A"
"20101",2002655,43,0,2,"D","02","D","2009","D","1","F","1","D",15,"F",15,"F",15,"F",15,"F","1","D",.,"A"
"20101",2002735,37,0,1,"D","09","D","2007","D","1","D","1","D",151,"F",151,"F",151,"F",151,"F","1","D",.,"A"
"20101",2002735,38,0,2,"D","04","D","2009","D","1","D","1","D",98,"F",98,"F",98,"F",98,"F","1","D",.,"A"
"20101",2002865,25,0,1,"D","11","D","2005","D","2","D","1","D",0,"D",0,"D",0,"D",0,"D","1","D",.,"A"
"20101",2002865,26,0,2,"D","11","D","2005","D","2","D","1","D",0,"D",0,"D",0,"D",0,"D","1","D",.,"A"
"20101",2002925,38,0,4,"D","02","D","2006","D","1","D","1","D",72,"F",72,"F",72,"F",72,"F","2","D",.,"A"
"20101",2002955,20,0,2,"D","06","D","2008","D","1","D","1","D",29,"F",29,"F",29,"F",29,"F","1","D",.,"A"
"20101",2003165,25,0,1,"D","10","D","2009","D","2","D",,"A",38,"D",38,"D",38,"D",.,"A",,"A",.,"A"
"20101",2003455,29,0,1,"D","06","D","2008","D","1","D","1","D",10,"D",10,"D",10,"D",10,"D","1","D",.,"A"
"20101",2003535,30,0,3,"D","11","D","2006","D","1","D","1","D",0,"D",0,"D",0,"D",0,"D","1","D",.,"A"
"20101",2003665,31,0,1,"D","02","D","2009","D","1","D","1","D",96,"D",96,"D",96,"D",96,"D","1","D",.,"A"
"20101",2003825,25,0,1,"D","04","D","2005","D","1","D","1","D",100,"D",100,"D",100,"D",100,"D","1","D",.,"A"
"20101",2003825,26,0,2,"D","06","D","2006","D","1","D","1","D",100,"D",100,"D",100,"D",100,"D","1","D",.,"A"
"20101",2003835,24,0,1,"D","08","D","2005","D","1","D","1","D",0,"D",0,"D",0,"D",0,"D","1","D",.,"A"
"20101",2004465,25,0,1,"D","11","D","2007","D","1","D","1","D",93,"D",93,"D",93,"D",93,"D","1","D",.,"A"
"20101",2004545,21,0,5,"D","11","D","2008","D","1","F","1","D",110,"F",110,"F",110,"F",110,"F","1","D",.,"A"
"20101",2004815,18,0,1,"D","11","D","2005","D","1","D","1","D",40,"F",40,"F",40,"F",40,"F","1","D",.,"A"
"20101",2004835,25,0,1,"D","01","D","2005","D","1","D","1","D",96,"D",96,"D",96,"D",96,"D","1","D",.,"A"
"20101",2004835,26,0,2,"D","01","D","2005","D","1","D","1","D",96,"D",96,"D",96,"D",96,"D","1","D",.,"A"
"20101",2004895,27,0,1,"D","05","D","2005","D","1","D","1","D",0,"D",0,"D",0,"D",0,"D","1","D",.,"A"
"20101",2004895,28,0,2,"D","05","D","2005","D","1","D","1","D",0,"D",0,"D",0,"D",0,"D","1","D",.,"A"
"20101",2005005,23,0,1,"D","04","D","2005","D","1","D",,"A",39,"F",39,"F",39,"F",39,"F",,"A",.,"A"
"20101",2005275,21,0,1,"D","11","D","2008","D","1","D","1","D",1,"D",1,"D",1,"D",1,"D","1","D",.,"A"
"20101",2005555,32,0,2,"D","12","D","2007","D","1","D","1","D",30,"D",30,"D",30,"D",30,"D","1","D",.,"A"
"20101",2005845,29,0,1,"D","06","D","2008","D","1","D","1","D",40,"F",40,"F",40,"F",40,"F","1","D",.,"A"
"20101",2006045,32,0,1,"D","06","D","2007","D","2","D","1","D",27,"D",27,"D",27,"D",30,"D","2","D",30,"D"
"20101",2006085,24,0,1,"D","05","D","2007","D","1","D","1","D",20,"F",20,"F",60,"F",60,"F","1","D",60,"F"
"20101",2006145,22,0,1,"D","11","D","2005","D","1","D","1","D",1,"F",1,"F",1,"F",1,"F",,"C",.,"A"
"20101",2006265,21,0,1,"D","04","D","2005","D","1","D","1","D",90,"D",90,"D",90,"D",90,"D","1","D",.,"A"
"20101",2006405,24,0,1,"D","02","D","2005","D","1","D","1","D",32,"D",32,"D",32,"D",32,"D","1","D",.,"A"
"20101",2006455,25,0,2,"D","04","D","2009","D","2","D","1","D",33,"F",33,"F",33,"F",33,"F","1","D",37,"F"
"20101",2007005,24,0,1,"D","01","D","2005","D","1","D","1","D",96,"D",96,"D",96,"D",96,"D","1","D",.,"A"
"20101",2007005,25,0,2,"D","01","D","2005","D","1","D","1","D",96,"D",96,"D",96,"D",96,"D","1","D",.,"A"
"20101",2007035,17,0,1,"D","05","D","2009","D","2","D","1","D",0,"D",0,"D",0,"D",0,"D",,"A",.,"A"
"20101",2007145,54,0,1,"D","10","D","2006","D","2","D","1","D",20,"F",20,"F",20,"F",20,"F","1","D",.,"A"
"20101",2007155,20,0,1,"D","04","D","2005","D","1","F","1","D",42,"F",42,"F",42,"F",42,"F","1","D",.,"A"
"20101",2007295,33,0,1,"D","01","D","2009","D","2","D","1","D",360,"F",360,"F",360,"F",360,"F","1","D",.,"A"
"20101",2007335,21,0,4,"D","01","D","2010","D","2","D",,"A",0,"D",0,"D",.,"A",.,"A",,"A",.,"A"
"20101",2007405,24,0,1,"D","07","D","2007","D","2","D","1","D",50,"D",50,"D",50,"D",50,"D","1","D",.,"A"
"20101",2007405,25,0,2,"D","07","D","2009","D","2","D","1","D",40,"D",40,"D",40,"D",40,"D","1","D",.,"A"
"20101",2007455,28,0,1,"D","03","D","2005","D","2","D","1","D",90,"D",90,"D",90,"D",90,"D","1","D",.,"A"
"20101",2007625,22,0,1,"D","04","D","2009","D","2","D","1","D",48,"F",48,"F",48,"F",52,"F","1","D",52,"F"
"20101",2007765,36,0,1,"D","07","D","2008","D","2","F","1","D",125,"F",125,"F",125,"F",193,"F","1","D",193,"F"
"20101",2007795,21,0,1,"D","07","D","2005","D","1","D","1","D",101,"D",101,"D",101,"D",101,"D","1","D",.,"A"
"20101",2007915,40,0,1,"D","03","D","2007","D","2","D","1","D",75,"D",75,"D",77,"D",77,"D","2","D",77,"D"
"20101",2008055,33,0,4,"D","08","D","2009","D","1","D","1","D",20,"D",20,"D",60,"D",60,"D","2","D",60,"D"
"20101",2008135,716,0,1,"D","11","D","2008","D","2","D","2","D",0,"D",.,"A",.,"A",.,"A",,"A",.,"A"
"20101",2008435,44,0,2,"D","11","D","2007","D","2","D","1","D",39,"D",39,"D",39,"D",39,"D","1","D",.,"A"
"20101",2008535,23,0,1,"D","10","D","2006","D","2","D","1","D",33,"D",33,"D",33,"D",33,"D","1","D",.,"A"
"20101",2008535,24,0,2,"D","05","D","2006","D","2","D","1","D",33,"D",33,"D",33,"D",33,"D","1","D",.,"A"
"20101",2008645,30,0,1,"D","08","D","2008","D","1","D","1","D",0,"D",0,"D",0,"D",0,"D","1","D",.,"A"
"20101",2008855,23,0,1,"D","04","D","2006","D","1","D","1","D",70,"D",70,"D",70,"D",70,"D","1","D",.,"A"
"20101",2008855,24,0,2,"D","04","D","2006","D","1","D","1","D",70,"D",70,"D",70,"D",70,"D","1","D",.,"A"
"20101",2008975,21,0,2,"D","04","D","2007","D","1","D","1","D",36,"D",36,"D",36,"D",36,"D","1","D",.,"A"
"20101",2009065,23,0,1,"D","01","D","2006","D","2","D","1","D",30,"F",30,"F",30,"F",33,"F","1","D",33,"F"
"20101",2009275,39,0,1,"D",,"C",,"C","2","D","1","D",.,"C",.,"A",.,"A",.,"A","1","D",.,"A"
"20101",2009275,40,0,2,"D",,"C",,"C","2","D","1","D",.,"C",.,"A",.,"A",.,"A","1","D",.,"A"
"20101",2009305,19,0,1,"D","08","D","2009","D","1","F","1","D",24,"F",24,"F",35,"F",35,"F",,"C",35,"F"
"20101",2009305,20,0,2,"D","05","D","2009","D","1","F","1","D",49,"F",49,"F",49,"F",49,"F","1","D",.,"A"
"20101",2009335,31,0,1,"D","03","D","2006","D","1","D","1","D",44,"D",44,"D",44,"D",44,"D","2","D",50,"D"
"20101",2009355,25,0,1,"D","01","D","2008","D","1","D","1","D",20,"D",20,"D",20,"D",20,"D","1","D",.,"A"
"20101",2009545,20,0,1,"D","01","D","2006","D","1","D","1","D",42,"D",42,"D",42,"D",42,"D","1","D",.,"A"
"20101",2009545,21,0,2,"D","01","D","2006","D","1","D","1","D",48,"D",48,"D",48,"D",48,"D","1","D",.,"A"
"20101",2009625,31,0,1,"D","01","D","2009","D","1","D","1","D",50,"F",50,"F",50,"F",50,"F","1","D",.,"A"
"20101",2009835,25,0,1,"D","06","D","2007","D","1","D","1","D",36,"D",36,"D",46,"D",46,"D","2","D",46,"D"
"20101",2009965,34,0,2,"D","01","D","2009","D","1","D","1","D",151,"D",151,"D",151,"D",151,"D","1","D",.,"A"
"20101",2010165,25,0,1,"D",,"A",,"A",,"A","2","D",.,"A",.,"A",.,"A",.,"A",,"A",.,"A"
"20101",2010485,716,0,3,"D","01","D","2010","D","2","F","2","D",.,"C",.,"A",.,"A",.,"A",,"A",.,"A"
"20101",2010485,717,0,5,"D","12","D","2009","D","2","F","2","D",.,"C",.,"A",.,"A",.,"A",,"A",.,"A"
"20101",2010685,27,0,1,"D","07","D","2006","D","1","D","1","D",96,"D",96,"D",96,"D",96,"D","1","D",.,"A"
"20101",2010685,28,0,2,"D","09","D","2006","D","1","D","1","D",96,"D",96,"D",96,"D",96,"D","1","D",.,"A"
"20101",2010735,42,0,1,"D","01","D","2006","D","1","D","1","D",40,"D",40,"D",40,"D",40,"D","1","D",.,"A"
"20101",2010885,35,0,5,"D","01","D","2009","D","2","D","1","D",0,"D",0,"D",0,"D",0,"D","1","D",.,"A"
"20101",2011045,36,0,1,"D","01","D","2008","D","2","D","1","D",33,"D",33,"D",33,"D",33,"D","2","D",37,"D"
"20101",2011045,37,0,2,"D","07","D","2009","D","2","D","1","D",33,"D",33,"D",33,"D",33,"D","2","D",37,"D"
"20101",2011185,20,0,1,"D","11","D","2009","D","1","D",,"A",29,"D",29,"D",29,"D",.,"A",,"A",.,"A"
"20101",2011255,38,0,1,"D","10","D","2008","D","2","D","1","D",25,"D",25,"D",25,"D",25,"D","2","D",96,"D"
"20101",2011255,39,0,2,"D","05","D","2009","D","1","D","1","D",25,"D",25,"D",25,"D",25,"D","2","D",96,"D"
"20101",2011305,18,0,1,"D","01","D","2010","D","1","D","1","D",32,"D",32,"D",.,"A",.,"A","2","D",0,"D"
"20101",2011305,723,0,2,"D","09","D","2009","D","1","D","1","D",0,"D",0,"D",35,"D",35,"D","2","D",35,"D"
"20101",2011525,29,0,1,"D","05","D","2005","D","1","D","1","D",96,"F",96,"F",96,"F",96,"F","1","D",.,"A"
"20101",2011575,20,0,1,"D",,"A",,"A",,"A","2","D",.,"A",.,"A",.,"A",.,"A",,"A",.,"A"
"20101",2011785,40,0,1,"D","05","D","2007","D","2","D","1","D",39,"D",39,"D",39,"D",39,"D","1","D",.,"A"
"20101",2011785,41,0,2,"D","05","D","2007","D","2","D","1","D",40,"D",40,"D",40,"D",40,"D","1","D",.,"A"
"20101",2011845,28,0,1,"D",,"A",,"A",,"A","2","D",.,"A",.,"A",.,"A",.,"A",,"A",.,"A"
"20101",2012005,31,0,1,"D","08","D","2007","D","1","D","1","D",60,"D",60,"D",60,"D",60,"D","1","D",.,"A"
"20101",2012085,23,0,1,"D","06","D","2005","D","1","D","1","D",0,"D",0,"D",0,"D",0,"D","1","D",.,"A"
"20101",2012155,26,0,1,"D","02","D","2010","D","1","D",,"A",115,"D",.,"A",.,"A",.,"A",,"A",.,"A"
"20101",2012295,36,0,1,"D","08","D","2008","D","1","D","1","D",78,"D",78,"D",78,"D",78,"D","1","D",.,"A"
"20101",2012295,37,0,2,"D","01","D","2009","D","1","D","1","D",25,"F",25,"F",25,"F",25,"F","1","D",.,"A"
"20101",2012495,38,0,1,"D","01","D","2010","D","2","D",,"A",0,"D",.,"A",.,"A",.,"A",,"A",.,"A"
"20101",2012675,29,0,1,"D","12","D","2008","D","1","D","1","D",135,"F",135,"F",135,"F",135,"F","1","D",.,"A"
"20101",2012675,30,0,2,"D","10","D","2008","D","1","D","1","D",30,"F",30,"F",30,"F",33,"F","1","D",33,"F"
"20101",2013005,20,0,1,"D","12","D","2008","D","1","D","1","D",96,"F",96,"F",96,"F",96,"F","1","D",.,"A"
"20101",2013065,41,0,1,"D","05","D","2007","D","1","D","1","D",40,"D",40,"D",40,"D",40,"D","1","D",.,"A"
"20101",2013065,42,0,2,"D","08","D","2006","D","1","D","1","D",40,"D",40,"D",40,"D",40,"D","1","D",.,"A"
"20101",2013075,26,0,1,"D","05","D","2009","D","1","D","1","D",15,"D",15,"D",15,"D",15,"D","1","D",.,"A"
"20101",2013125,23,0,1,"D","02","D","2007","D","1","D","1","D",48,"D",48,"D",48,"D",52,"D","2","D",52,"D"
"20101",2013475,29,0,1,"D","12","D","2007","D","1","D","1","D",32,"F",32,"F",.,"A",.,"A","1","D",0,"F"
"20101",2013705,25,0,2,"D","09","D","2006","D","1","D","1","D",96,"F",96,"F",96,"F",96,"F","1","D",.,"A"
"20101",2013735,22,0,1,"D","02","D","2009","D","1","D","1","D",0,"D",0,"D",30,"D",30,"D","2","D",30,"D"
"20101",2013735,23,0,2,"D","02","D","2009","D","1","D","1","D",0,"D",0,"D",30,"D",30,"D","2","D",30,"D"
"20101",2013805,24,0,1,"D","06","D","2008","D","1","D","1","D",95,"F",95,"F",95,"F",95,"F","1","D",.,"A"
"20101",2014215,28,0,1,"D","08","D","2009","D","1","D","1","D",103,"D",103,"D",103,"D",103,"D","1","D",.,"A"
"20101",2014215,29,0,2,"D","12","D","2009","D","1","D","1","D",29,"F",29,"F",29,"F",.,"A","1","D",.,"A"
"20101",2014245,24,0,1,"D",,"A",,"A",,"A","2","D",.,"A",.,"A",.,"A",.,"A",,"A",.,"A"
"20101",2014255,18,0,1,"D","01","D","2010","D","1","F",,"A",29,"F",29,"F",.,"A",.,"A",,"A",.,"A"
"20101",2014325,20,0,2,"D","08","D","2008","D","1","D","1","D",65,"F",65,"F",65,"F",65,"F","1","D",.,"A"
"20101",2014525,23,0,1,"D","04","D","2006","D","1","D","1","D",38,"D",38,"D",38,"D",38,"D","1","D",.,"A"
"20101",2014525,24,0,2,"D","06","D","2006","D","1","D","1","D",38,"D",38,"D",38,"D",38,"D","1","D",.,"A"
"20101",2014675,36,0,1,"D",,"A",,"A",,"A","2","D",.,"A",.,"A",.,"A",.,"A",,"A",.,"A"
"20101",2014675,37,0,2,"D",,"A",,"A",,"A","2","D",.,"A",.,"A",.,"A",.,"A",,"A",.,"A"
"20101",2014925,21,0,2,"D","01","D","2009","D","1","D","1","D",107,"D",107,"D",107,"D",107,"D","1","D",.,"A"
"20101",2015035,22,0,1,"D","01","D","2010","D","1","D",,"A",33,"F",33,"F",.,"A",.,"A",,"A",.,"A"
"20101",2015105,26,0,1,"D","06","D","2008","D","2","D","1","D",59,"D",59,"D",59,"D",59,"D","1","D",.,"A"
"20101",2015115,21,0,1,"D","12","D","2006","D","1","D","1","D",0,"D",0,"D",0,"D",0,"D","1","D",.,"A"
"20101",2015195,20,0,3,"D","01","D","2009","D","1","D","1","D",38,"F",38,"F",38,"F",38,"F","2","D",.,"A"
"20101",2015435,38,0,1,"D","12","D","2006","D","2","D","1","D",2,"D",2,"D",2,"D",2,"D","2","D",14,"D"
"20101",2015645,29,0,3,"D","01","D","2005","D","1","D","1","D",45,"D",45,"D",45,"D",45,"D","1","D",.,"A"
"20101",2016025,26,0,1,"D","01","D","2010","D","1","D",,"A",37,"F",37,"F",.,"A",.,"A",,"A",.,"A"
"20101",2016135,28,0,1,"D","02","D","2008","D","1","D","1","D",30,"F",30,"F",30,"F",30,"F","1","D",.,"A"
"20101",2016135,29,0,2,"D","11","D","2009","D","1","D","1","D",99,"F",99,"F",99,"F",.,"A","1","D",.,"A"
"20101",2016145,20,0,1,"D","08","D","2008","D","1","F","1","D",96,"F",96,"F",96,"F",96,"F","1","D",.,"A"
"20101",2016195,23,0,1,"D","05","D","2005","D","1","D","1","D",76,"D",76,"D",76,"D",76,"D","1","D",.,"A"
"20101",2016405,31,0,1,"D","01","D","2009","D","1","D","1","D",80,"F",80,"F",80,"F",80,"F","1","D",.,"A"
"20101",2016405,32,0,2,"D","12","D","2008","D","1","D","1","D",150,"F",150,"F",150,"F",150,"F","1","D",.,"A"
"20101",2016775,21,0,2,"D","03","D","2008","D","1","D","1","D",92,"D",92,"D",92,"D",92,"D","1","D",.,"A"
"20101",2016875,19,0,1,"D","01","D","2006","D","1","D","1","D",8,"D",8,"D",8,"D",8,"D","1","D",.,"A"
"20101",2016895,29,0,1,"D",,"A",,"A",,"A","2","D",.,"A",.,"A",.,"A",.,"A",,"A",.,"A"
"20101",2016925,24,0,1,"D","05","D","2007","D","2","D","1","D",24,"D",24,"D",24,"D",24,"D","1","D",.,"A"
"20101",2016925,25,0,2,"D","05","D","2007","D","1","D","1","D",25,"D",25,"D",25,"D",25,"D","1","D",.,"A"
"20101",2016945,19,0,1,"D","01","D","2010","D","1","D",,"A",.,"C",.,"A",.,"A",.,"A","1","D",.,"A"
"20101",2016945,718,0,2,"D","10","D","2009","D","1","F","1","D",99,"F",99,"F",99,"F",.,"A","1","D",.,"A"
"20101",2016965,30,0,2,"D","06","D","2008","D","1","D","1","D",30,"D",30,"D",30,"D",30,"D","1","D",.,"A"
"20101",2017255,22,0,1,"D","05","D","2005","D","1","D","1","D",90,"D",90,"D",90,"D",90,"D","2","D",90,"D"
"20101",2017255,23,0,2,"D","05","D","2005","D","1","D","1","D",67,"D",67,"D",67,"D",67,"D","2","D",67,"D"
"20101",2017375,24,0,1,"D","07","D","2005","D","1","D","1","D",44,"F",44,"F",44,"F",44,"F","1","D",.,"A"
"20101",2017375,25,0,2,"D","07","D","2005","D","1","D","1","D",1,"F",1,"F",1,"F",1,"F","1","D",.,"A"
"20101",2017465,23,0,2,"D","03","D","2006","D","2","D","1","D",0,"D",0,"D",0,"D",0,"D","1","D",.,"A"
"20101",2017485,24,0,1,"D","03","D","2005","D","2","D","1","D",135,"D",135,"D",135,"D",135,"D","1","D",.,"A"
"20101",2017485,25,0,2,"D","03","D","2005","D","2","D","1","D",135,"D",135,"D",135,"D",135,"D","1","D",.,"A"
"20101",2017905,19,0,1,"D","01","D","2009","D","1","D","1","D",50,"D",50,"D",50,"D",50,"D","1","D",.,"A"
"20101",2017905,719,0,2,"D","01","D","2009","D","1","D","2","D",.,"C",.,"A",.,"A",.,"A",,"A",.,"A"
"20101",2018214,42,0,1,"D","01","D","2006","D","2","D","1","D",30,"D",30,"D",30,"D",30,"D","1","D",.,"A"
"20101",2018244,24,0,2,"D","01","D","2009","D","1","D","1","D",40,"F",40,"F",40,"F",40,"F","1","D",.,"A"
"20101",2018594,22,0,1,"D","01","D","2009","D","1","D","1","D",38,"D",38,"D",38,"D",38,"D","2","D",40,"D"
